city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Ahmedabad,2023-07-21,137,0.21,52,30,38,34,114,42,9
Ahmedabad,2023-07-22,98,4.62,30,43,71,20,39,119,7
Ahmedabad,2023-07-23,119,0.87,32,52,37,39,19,104,36
Ahmedabad,2023-07-24,109,0.19,13,14,180,25,55,102,24
Ahmedabad,2023-07-25,143,9.83,9,135,74,12,38,56,13
Ahmedabad,2023-07-26,145,2.78,10,23,41,11,74,47,9
Ahmedabad,2023-07-27,112,0.1,29,45,64,8,11,77,13
Ahmedabad,2023-07-28,117,0.91,49,34,31,11,53,20,22
Ahmedabad,2023-07-29,76,0.59,50,8,32,17,82,159,19
Ahmedabad,2023-07-30,66,0.81,12,22,10,11,33,51,12
Ahmedabad,2023-07-31,110,2.8,50,20,13,8,11,51,25
Ahmedabad,2023-08-01,54,3.3,11,71,10,8,8,106,13
Ahmedabad,2023-08-02,116,7.96,35,60,54,24,37,63,11
Ahmedabad,2023-08-03,104,1.89,3,42,44,44,62,203,24
Ahmedabad,2023-08-04,82,0.83,30,35,10,31,46,146,9
Ahmedabad,2023-08-05,15,1.63,35,83,136,1,15,34,13
Ahmedabad,2023-08-06,10,4.87,20,53,99,28,20,10,19
Ahmedabad,2023-08-07,94,0.76,51,73,103,7,61,55,1
Ahmedabad,2023-08-08,31,0.41,53,17,66,44,52,42,2
Ahmedabad,2023-08-09,159,4.55,30,108,105,41,52,100,17
Ahmedabad,2023-08-10,61,0.14,13,60,52,53,15,60,4
Ahmedabad,2023-08-11,107,0.78,3,43,52,14,92,76,8
Ahmedabad,2023-08-12,104,1.16,30,59,46,84,40,32,14
Ahmedabad,2023-08-13,50,-200.0,11,73,40,49,27,53,20
Ahmedabad,2023-08-14,122,1.57,36,47,23,29,7,114,1
Ahmedabad,2023-08-15,107,3.81,11,26,20,11,21,27,36
Ahmedabad,2023-08-16,10,0.3,40,68,10,7,15,99,13
Ahmedabad,2023-08-17,66,13.33,15,20,66,9,5,42,5
Ahmedabad,2023-08-18,51,4.45,16,12,59,3,69,38,12
Ahmedabad,2023-08-19,57,0.21,27,8,50,10,40,131,17
Ahmedabad,2023-08-20,25,2.36,46,20,29,13,70,58,8
Ahmedabad,2023-08-21,119,1.26,41,39,49,13,11,46,35
Ahmedabad,2023-08-22,140,0.44,7,52,30,9,31,29,8
Ahmedabad,2023-08-23,89,0.21,43,82,12,34,58,192,22
Ahmedabad,2023-08-24,25,0.53,25,38,66,17,18,37,39
Ahmedabad,2023-08-25,136,1.19,34,11,43,8,29,35,16
Ahmedabad,2023-08-26,115,5.11,75,54,40,12,52,37,5
Ahmedabad,2023-08-27,62,1.25,17,37,13,32,44,39,7
Ahmedabad,2023-08-28,43,0.16,49,71,150,13,6,62,15
Ahmedabad,2023-08-29,62,4.39,56,14,79,10,16,182,13
Ahmedabad,2023-08-30,106,5.78,48,77,65,25,17,12,9
Ahmedabad,2023-08-31,97,0.55,19,79,22,47,16,30,17
Ahmedabad,2023-09-01,14,0.97,14,12,36,8,13,195,24
Ahmedabad,2023-09-02,61,0.63,35,39,46,20,12,82,9
Ahmedabad,2023-09-03,78,3.42,46,37,10,6,16,12,38
Ahmedabad,2023-09-04,72,2.15,21,62,12,15,9,92,18
Ahmedabad,2023-09-05,88,0.4,39,15,13,28,-200,54,43
Ahmedabad,2023-09-06,122,7.18,49,12,27,27,45,12,5
Ahmedabad,2023-09-07,98,1.52,26,65,10,15,19,97,14
Ahmedabad,2023-09-08,59,2.99,54,46,26,15,15,17,11
Ahmedabad,2023-09-09,112,0.59,20,49,18,5,13,10,16
Ahmedabad,2023-09-10,37,3.81,10,42,26,39,32,10,5
Ahmedabad,2023-09-11,16,0.1,77,15,20,11,31,18,11
Ahmedabad,2023-09-12,54,2.57,17,22,62,38,5,143,20
Ahmedabad,2023-09-13,55,2.47,22,13,88,14,50,61,2
Ahmedabad,2023-09-14,141,0.47,34,31,28,14,30,16,3
Ahmedabad,2023-09-15,36,1.45,30,25,35,7,12,10,17
Ahmedabad,2023-09-16,74,3.9,27,92,72,6,9,138,13
Ahmedabad,2023-09-17,51,1.37,63,71,10,13,34,54,25
Ahmedabad,2023-09-18,79,0.43,26,31,11,8,74,26,39
Ahmedabad,2023-09-19,33,0.18,33,24,75,19,11,47,12
Ahmedabad,2023-09-20,44,3.73,43,32,15,11,15,43,6
Ahmedabad,2023-09-21,10,1.79,10,21,40,46,15,75,10
Ahmedabad,2023-09-22,36,4.56,23,81,35,19,9,49,6
Ahmedabad,2023-09-23,90,1.28,3,13,51,22,17,78,6
Ahmedabad,2023-09-24,87,0.1,26,6,134,32,37,168,22
Ahmedabad,2023-09-25,45,0.3,42,34,70,37,39,70,17
Ahmedabad,2023-09-26,91,0.73,11,22,10,37,40,59,12
Ahmedabad,2023-09-27,127,0.18,25,28,22,2,41,17,23
Ahmedabad,2023-09-28,53,1.24,6,22,25,25,28,14,5
Ahmedabad,2023-09-29,13,2.33,19,48,54,18,5,28,42
Ahmedabad,2023-09-30,102,3.92,42,20,98,12,9,14,14
Ahmedabad,2023-10-01,145,0.62,11,72,33,56,36,125,17
Ahmedabad,2023-10-02,78,2.27,15,12,32,8,41,35,4
Ahmedabad,2023-10-03,83,0.54,2,27,98,8,17,36,26
Ahmedabad,2023-10-04,94,0.9,6,37,100,35,18,25,30
Ahmedabad,2023-10-05,78,1.45,7,42,109,26,33,60,32
Ahmedabad,2023-10-06,105,3.14,6,9,84,19,117,23,17
Ahmedabad,2023-10-07,86,1.18,41,108,22,25,11,56,41
Ahmedabad,2023-10-08,48,1.38,70,19,72,1,32,10,7
Ahmedabad,2023-10-09,10,2.74,43,23,24,15,16,51,25
Ahmedabad,2023-10-10,71,3.26,24,46,118,24,34,60,1
Ahmedabad,2023-10-11,74,0.1,7,118,15,5,36,20,8
Ahmedabad,2023-10-12,88,0.89,21,28,13,5,16,59,9
Ahmedabad,2023-10-13,65,2.3,11,31,18,9,45,83,2
Ahmedabad,2023-10-14,10,3.57,19,38,72,50,15,95,10
Ahmedabad,2023-10-15,30,3.99,9,37,10,5,75,32,22
Ahmedabad,2023-10-16,60,10.0,9,27,17,42,72,143,20
Ahmedabad,2023-10-17,44,2.93,27,77,45,15,5,26,3
Ahmedabad,2023-10-18,107,2.27,43,62,70,1,13,96,16
Ahmedabad,2023-10-19,27,1.85,56,56,53,18,16,69,22
Ahmedabad,2023-10-20,81,0.86,29,18,16,27,31,72,19
Ahmedabad,2023-10-21,89,2.09,10,22,117,22,24,78,14
Ahmedabad,2023-10-22,27,0.34,32,61,68,17,45,42,7
Ahmedabad,2023-10-23,111,1.11,53,7,57,51,32,61,3
Ahmedabad,2023-10-24,86,1.4,1,9,31,8,36,32,13
Ahmedabad,2023-10-25,110,0.65,8,118,13,14,28,77,15
Ahmedabad,2023-10-26,32,0.58,23,76,81,13,19,66,21
Ahmedabad,2023-10-27,41,1.53,35,73,60,17,49,21,5
Ahmedabad,2023-10-28,85,0.17,34,55,46,10,18,56,18
Ahmedabad,2023-10-29,11,1.48,16,12,33,1,44,68,8
Ahmedabad,2023-10-30,131,0.17,2,5,12,17,30,32,15
Ahmedabad,2023-10-31,82,0.31,19,29,35,10,42,24,21
Ahmedabad,2023-11-01,94,2.74,1,114,20,24,31,138,1
Ahmedabad,2023-11-02,102,0.61,52,73,28,14,67,211,23
Ahmedabad,2023-11-03,85,7.18,13,64,95,19,64,29,10
Ahmedabad,2023-11-04,105,0.22,51,14,101,25,24,44,14
Ahmedabad,2023-11-05,80,2.24,43,39,76,8,44,240,14
Ahmedabad,2023-11-06,56,1.73,21,10,24,26,44,84,11
Ahmedabad,2023-11-07,23,1.9,3,102,82,14,23,73,13
Ahmedabad,2023-11-08,64,0.6,30,16,96,33,25,92,7
Ahmedabad,2023-11-09,84,2.42,88,119,43,20,11,180,3
Ahmedabad,2023-11-10,49,3.26,20,22,55,10,25,104,10
Ahmedabad,2023-11-11,86,0.36,73,57,69,9,15,78,17
Ahmedabad,2023-11-12,47,1.02,14,11,61,12,19,161,1
Ahmedabad,2023-11-13,119,4.91,6,68,17,9,12,117,3
Ahmedabad,2023-11-14,71,0.16,75,5,11,39,42,56,11
Ahmedabad,2023-11-15,136,2.03,22,32,68,31,22,37,39
Ahmedabad,2023-11-16,98,1.86,4,19,63,11,5,44,3
Ahmedabad,2023-11-17,81,0.22,36,28,72,34,125,52,5
Ahmedabad,2023-11-18,186,0.42,21,29,68,19,9,139,10
Ahmedabad,2023-11-19,60,0.59,5,40,19,40,23,23,16
Ahmedabad,2023-11-20,26,1.48,11,11,22,38,14,44,5
Ahmedabad,2023-11-21,69,1.15,10,49,36,14,32,121,8
Ahmedabad,2023-11-22,65,2.47,71,34,71,21,5,40,9
Ahmedabad,2023-11-23,73,0.3,70,67,17,25,9,137,12
Ahmedabad,2023-11-24,103,2.41,47,8,39,5,24,15,5
Ahmedabad,2023-11-25,79,3.54,27,46,67,28,55,155,1
Ahmedabad,2023-11-26,59,1.37,69,6,32,72,78,14,20
Ahmedabad,2023-11-27,120,0.38,68,102,91,5,43,117,11
Ahmedabad,2023-11-28,25,0.65,15,14,37,10,12,72,10
Ahmedabad,2023-11-29,136,0.26,51,25,35,24,21,41,9
Ahmedabad,2023-11-30,143,5.63,39,86,40,46,64,34,28
Ahmedabad,2023-12-01,90,0.7,34,55,81,5,20,59,11
Ahmedabad,2023-12-02,97,0.17,41,8,31,4,22,40,7
Ahmedabad,2023-12-03,104,0.1,12,26,26,18,9,52,12
Ahmedabad,2023-12-04,47,7.06,16,5,104,11,41,103,33
Ahmedabad,2023-12-05,78,2.47,12,11,51,29,31,34,7
Ahmedabad,2023-12-06,53,3.54,5,75,59,1,37,88,6
Ahmedabad,2023-12-07,52,3.89,26,20,81,12,10,20,11
Ahmedabad,2023-12-08,67,1.49,35,67,38,27,145,91,8
Ahmedabad,2023-12-09,98,0.8,46,22,54,30,31,207,1
Ahmedabad,2023-12-10,111,7.93,24,81,100,33,15,142,19
Ahmedabad,2023-12-11,103,1.48,97,51,35,8,21,67,13
Ahmedabad,2023-12-12,10,2.99,35,53,62,6,140,60,23
Ahmedabad,2023-12-13,89,1.35,9,38,26,14,46,44,13
Ahmedabad,2023-12-14,81,0.42,25,60,111,38,8,49,24
Ahmedabad,2023-12-15,124,1.06,48,81,122,10,47,18,50
Ahmedabad,2023-12-16,112,1.64,42,52,28,4,29,96,35
Ahmedabad,2023-12-17,132,2.25,53,68,27,14,10,36,9
Ahmedabad,2023-12-18,101,1.13,6,76,56,19,74,107,19
Ahmedabad,2023-12-19,89,1.75,48,84,21,25,57,67,23
Ahmedabad,2023-12-20,37,0.63,32,5,10,7,5,58,24
Ahmedabad,2023-12-21,102,5.94,26,67,10,12,97,101,8
Ahmedabad,2023-12-22,56,1.35,19,57,77,25,25,68,8
Ahmedabad,2023-12-23,151,3.86,3,30,24,11,25,12,16
Ahmedabad,2023-12-24,71,0.84,32,6,43,2,14,174,1
Ahmedabad,2023-12-25,174,0.47,15,35,23,26,36,16,6
Ahmedabad,2023-12-26,62,2.82,42,39,98,16,29,123,12
Ahmedabad,2023-12-27,83,0.33,39,47,68,12,29,78,20
Ahmedabad,2023-12-28,100,4.94,16,14,66,41,16,25,16
Ahmedabad,2023-12-29,109,1.01,9,14,76,7,82,80,7
Ahmedabad,2023-12-30,112,4.73,18,126,103,23,43,41,26
Ahmedabad,2023-12-31,10,1.57,50,38,49,15,67,48,23
Pune,2022-01-01,52,0.59,44,56,78,21,57,26,37
Pune,2022-01-02,75,1.49,21,65,82,9,-200,52,23
Pune,2022-01-03,74,6.76,46,99,30,19,33,55,18
Pune,2022-01-04,107,4.83,57,10,10,25,37,174,1
Pune,2022-01-05,103,6.93,22,28,17,3,38,99,15
Pune,2022-01-06,197,8.72,19,5,18,9,32,41,46
Pune,2022-01-07,21,12.3,13,70,134,10,82,70,4
Pune,2022-01-08,161,6.03,1,7,46,14,117,62,8
Pune,2022-01-09,61,1.13,34,5,126,8,12,83,5
Pune,2022-01-10,140,0.75,20,47,20,25,31,10,18
Pune,2022-01-11,189,0.14,15,40,180,36,12,109,27
Pune,2022-01-12,32,8.49,62,8,27,17,85,111,9
Pune,2022-01-13,185,0.61,22,72,67,12,17,56,36
Pune,2022-01-14,80,4.18,51,54,43,53,40,38,25
Pune,2022-01-15,144,3.0,43,14,54,6,72,102,13
Pune,2022-01-16,65,2.15,96,35,37,33,100,72,19
Pune,2022-01-17,69,2.19,40,25,21,32,26,132,13
Pune,2022-01-18,136,0.32,29,5,42,50,16,55,12
Pune,2022-01-19,114,0.22,22,29,128,3,25,50,28
Pune,2022-01-20,44,0.55,49,62,51,12,39,28,11
Pune,2022-01-21,10,0.1,6,87,94,3,55,65,15
Pune,2022-01-22,182,5.67,52,28,25,38,46,10,11
Pune,2022-01-23,145,1.16,22,28,64,29,12,118,26
Pune,2022-01-24,82,-200.0,36,130,180,42,11,146,27
Pune,2022-01-25,141,3.0,8,25,23,38,36,58,4
Pune,2022-01-26,85,1.47,47,150,135,35,91,156,12
Pune,2022-01-27,108,1.25,2,5,22,19,40,15,16
Pune,2022-01-28,158,1.54,58,14,44,22,67,24,26
Pune,2022-01-29,95,0.55,1,93,18,46,19,67,7
Pune,2022-01-30,10,4.33,37,104,38,6,53,76,7
Pune,2022-01-31,137,3.55,12,31,41,23,75,135,19
Pune,2022-02-01,159,1.56,17,20,28,18,26,62,13
Pune,2022-02-02,58,3.25,6,18,48,20,29,68,7
Pune,2022-02-03,64,1.72,46,63,53,70,13,21,28
Pune,2022-02-04,10,1.04,116,86,67,37,45,87,50
Pune,2022-02-05,120,0.41,26,7,13,54,27,223,36
Pune,2022-02-06,134,5.28,22,109,25,28,31,41,8
Pune,2022-02-07,122,6.83,37,82,44,24,26,74,12
Pune,2022-02-08,174,1.81,51,51,91,14,18,37,8
Pune,2022-02-09,55,0.1,179,10,23,24,11,56,20
Pune,2022-02-10,73,3.26,47,71,12,6,16,45,1
Pune,2022-02-11,108,0.23,35,37,34,16,26,84,37
Pune,2022-02-12,50,2.21,78,71,99,33,29,44,42
Pune,2022-02-13,103,4.17,36,11,63,3,11,89,2
Pune,2022-02-14,78,3.43,44,19,91,24,52,36,9
Pune,2022-02-15,83,2.13,96,23,42,33,21,36,21
Pune,2022-02-16,170,9.17,71,56,86,7,34,40,15
Pune,2022-02-17,48,0.38,58,76,30,26,35,122,27
Pune,2022-02-18,56,1.51,22,13,31,95,150,66,12
Pune,2022-02-19,175,15.0,42,114,140,29,124,59,28
Pune,2022-02-20,117,0.61,2,53,55,22,58,18,28
Pune,2022-02-21,77,3.79,6,7,13,13,63,106,11
Pune,2022-02-22,139,1.92,19,20,10,50,19,39,20
Pune,2022-02-23,92,5.77,85,70,23,14,29,15,25
Pune,2022-02-24,10,4.68,61,21,78,43,21,87,35
Pune,2022-02-25,80,0.99,26,33,10,11,62,65,50
Pune,2022-02-26,149,0.1,44,13,143,35,32,109,12
Pune,2022-02-27,117,1.09,80,53,35,12,22,74,17
Pune,2022-02-28,60,3.86,31,14,34,15,11,107,18
Pune,2022-03-01,184,0.43,46,36,79,23,24,104,17
Pune,2022-03-02,79,1.48,42,27,51,14,13,87,21
Pune,2022-03-03,102,0.43,32,26,43,26,55,52,26
Pune,2022-03-04,52,0.1,141,17,45,19,39,83,12
Pune,2022-03-05,63,6.73,84,49,39,27,52,-200,26
Pune,2022-03-06,147,2.09,82,93,71,38,9,116,20
Pune,2022-03-07,29,1.38,40,73,45,10,34,110,21
Pune,2022-03-08,96,2.8,44,26,96,19,60,100,6
Pune,2022-03-09,147,5.78,41,26,64,4,53,124,41
Pune,2022-03-10,145,1.01,81,26,180,2,74,90,20
Pune,2022-03-11,102,2.35,40,73,86,7,76,23,13
Pune,2022-03-12,80,4.82,32,-200,138,25,75,146,6
Pune,2022-03-13,97,5.95,37,15,55,19,13,53,3
Pune,2022-03-14,197,1.37,4,44,51,9,22,196,6
Pune,2022-03-15,10,1.61,48,57,13,24,42,58,50
Pune,2022-03-16,94,0.88,66,112,96,21,86,21,18
Pune,2022-03-17,74,1.09,4,30,40,3,6,34,9
Pune,2022-03-18,191,3.06,61,57,180,25,19,21,24
Pune,2022-03-19,108,5.88,48,24,95,52,53,83,11
Pune,2022-03-20,126,0.82,30,68,30,28,22,20,25
Pune,2022-03-21,28,2.07,48,50,32,30,30,38,34
Pune,2022-03-22,160,2.39,46,90,22,35,97,133,16
Pune,2022-03-23,79,2.8,15,24,35,19,47,148,15
Pune,2022-03-24,232,0.1,38,49,81,52,114,250,6
Pune,2022-03-25,96,4.28,54,42,95,16,117,197,39
Pune,2022-03-26,61,0.93,30,20,163,34,41,22,22
Pune,2022-03-27,60,4.8,74,52,81,79,125,10,34
Pune,2022-03-28,26,1.0,30,13,45,20,60,108,12
Pune,2022-03-29,59,4.72,1,48,25,16,30,93,11
Pune,2022-03-30,149,1.05,52,69,91,24,22,72,14
Pune,2022-03-31,147,12.44,9,46,15,70,6,28,7
Pune,2022-04-01,138,0.1,54,97,76,30,101,10,50
Pune,2022-04-02,10,2.29,115,8,69,23,54,31,20
Pune,2022-04-03,126,6.98,49,29,48,67,50,133,38
Pune,2022-04-04,153,0.1,74,150,15,30,39,124,17
Pune,2022-04-05,11,5.77,32,27,59,3,19,56,12
Pune,2022-04-06,59,3.39,20,87,21,22,55,80,10
Pune,2022-04-07,94,1.1,110,99,113,27,23,30,5
Pune,2022-04-08,128,4.22,4,58,37,35,85,16,9
Pune,2022-04-09,235,6.91,22,36,10,40,37,117,26
Pune,2022-04-10,54,0.1,27,25,51,13,87,250,25
Pune,2022-04-11,205,0.61,43,64,69,47,49,87,13
Pune,2022-04-12,61,1.44,33,33,45,43,93,250,2
Pune,2022-04-13,250,0.36,26,10,61,12,59,35,8
Pune,2022-04-14,133,5.52,12,103,35,11,56,47,24
Pune,2022-04-15,135,0.66,87,104,93,39,60,89,39
Pune,2022-04-16,163,2.53,75,32,66,52,46,250,9
Pune,2022-04-17,216,1.86,40,25,58,75,50,168,9
Pune,2022-04-18,23,5.93,70,69,22,38,34,89,34
Pune,2022-04-19,148,0.35,8,131,178,34,27,174,34
Pune,2022-04-20,89,5.49,29,34,30,10,12,87,4
Pune,2022-04-21,183,1.89,46,18,120,27,86,118,34
Pune,2022-04-22,151,0.14,23,7,20,22,36,106,14
Pune,2022-04-23,10,0.1,111,12,60,11,150,137,24
Pune,2022-04-24,90,3.59,47,60,70,8,57,116,41
Pune,2022-04-25,136,1.68,50,33,121,48,10,16,39
Pune,2022-04-26,63,5.24,42,29,90,29,34,76,4
Pune,2022-04-27,63,5.3,73,5,118,16,7,71,18
Pune,2022-04-28,10,0.83,84,75,77,22,-200,113,32
Pune,2022-04-29,108,0.66,20,15,41,35,80,250,50
Pune,2022-04-30,28,2.6,46,41,22,15,22,199,13
Pune,2022-05-01,92,0.75,19,63,25,24,85,26,40
Pune,2022-05-02,173,1.19,23,7,55,22,47,117,29
Pune,2022-05-03,239,8.37,23,103,180,27,62,10,22
Pune,2022-05-04,113,1.12,48,144,91,72,12,141,47
Pune,2022-05-05,58,15.0,32,77,66,31,27,206,19
Pune,2022-05-06,20,1.14,22,27,61,28,44,62,15
Pune,2022-05-07,43,2.65,21,96,88,29,31,139,38
Pune,2022-05-08,10,0.87,82,55,122,14,18,71,5
Pune,2022-05-09,37,3.82,23,45,53,17,77,42,46
Pune,2022-05-10,198,8.33,15,5,49,26,82,102,29
Pune,2022-05-11,76,2.08,27,150,70,23,125,100,18
Pune,2022-05-12,106,8.4,47,40,47,9,50,46,10
Pune,2022-05-13,125,4.22,5,91,92,45,31,37,32
Pune,2022-05-14,174,8.67,37,93,91,36,56,94,50
Pune,2022-05-15,234,0.83,60,5,73,11,28,106,7
Pune,2022-05-16,127,6.96,31,45,19,7,43,91,5
Pune,2022-05-17,130,2.6,11,39,49,14,100,86,18
Pune,2022-05-18,155,4.15,60,10,83,47,8,58,5
Pune,2022-05-19,96,4.18,21,88,138,21,5,17,29
Pune,2022-05-20,93,0.32,4,37,112,51,93,51,15
Pune,2022-05-21,69,14.66,34,42,105,29,12,102,18
Pune,2022-05-22,166,0.4,12,20,58,35,47,61,34
Pune,2022-05-23,107,3.01,50,135,180,28,22,104,10
Pune,2022-05-24,89,4.27,57,71,127,6,104,59,32
Pune,2022-05-25,124,0.4,106,80,21,14,38,111,4
Pune,2022-05-26,125,1.2,14,47,44,17,43,88,5
Pune,2022-05-27,130,0.69,32,32,91,32,7,58,9
Pune,2022-05-28,10,9.87,22,10,49,2,14,17,15
Pune,2022-05-29,96,3.32,66,78,54,13,14,63,3
Pune,2022-05-30,89,8.94,40,42,47,6,34,120,50
Pune,2022-05-31,189,0.34,79,76,120,23,51,31,13
Pune,2022-06-01,120,1.28,24,17,30,23,39,57,8
Pune,2022-06-02,227,2.8,15,65,31,1,47,10,34
Pune,2022-06-03,103,3.21,18,27,16,28,39,35,14
Pune,2022-06-04,44,0.61,10,43,63,43,34,64,22
Pune,2022-06-05,95,2.37,5,20,40,22,5,79,2
Pune,2022-06-06,207,2.37,19,70,96,29,140,100,12
Pune,2022-06-07,101,1.89,11,50,62,13,38,57,39
Pune,2022-06-08,132,0.58,35,15,27,17,109,48,4
Pune,2022-06-09,144,0.81,46,28,110,29,31,56,3
Pune,2022-06-10,158,3.57,13,33,64,6,5,64,23
Pune,2022-06-11,139,8.86,67,47,94,28,77,33,8
Pune,2022-06-12,123,6.36,26,129,54,6,38,110,2
Pune,2022-06-13,164,2.81,26,22,10,10,6,22,9
Pune,2022-06-14,80,4.22,8,54,56,6,25,19,8
Pune,2022-06-15,63,0.58,116,29,23,33,61,12,6
Pune,2022-06-16,141,7.75,25,37,64,13,62,48,5
Pune,2022-06-17,146,2.11,54,51,80,32,24,92,20
Pune,2022-06-18,122,0.15,27,80,118,31,22,10,21
Pune,2022-06-19,208,0.1,34,53,16,29,68,38,18
Pune,2022-06-20,85,0.48,58,13,13,51,27,104,5
Pune,2022-06-21,188,0.86,15,33,54,32,5,21,16
Pune,2022-06-22,76,4.4,78,31,17,9,70,74,26
Pune,2022-06-23,52,1.35,75,44,64,5,39,97,3
Pune,2022-06-24,70,1.04,86,29,22,6,35,67,4
Pune,2022-06-25,20,2.07,38,77,74,12,47,12,8
Pune,2022-06-26,58,0.1,56,61,52,28,6,59,7
Pune,2022-06-27,88,0.39,6,57,17,88,31,37,13
Pune,2022-06-28,129,3.58,70,22,13,36,18,63,28
Pune,2022-06-29,23,9.78,53,44,66,35,23,43,25
Pune,2022-06-30,109,0.74,23,78,68,14,80,214,15
Pune,2022-07-01,48,1.36,106,10,58,28,26,53,11
Pune,2022-07-02,73,3.82,42,45,80,23,41,47,12
Pune,2022-07-03,92,1.31,55,56,90,11,17,35,9
Pune,2022-07-04,91,2.18,12,5,44,6,26,93,32
Pune,2022-07-05,82,0.25,9,53,22,5,41,14,32
Pune,2022-07-06,72,2.36,21,37,38,20,23,30,25
Pune,2022-07-07,13,1.63,30,33,33,17,12,105,17
Pune,2022-07-08,75,3.89,71,42,82,1,15,40,8
Pune,2022-07-09,39,1.07,32,10,65,9,39,161,7
Pune,2022-07-10,10,1.22,21,9,36,19,27,19,11
Pune,2022-07-11,31,0.1,25,17,47,14,50,34,16
Pune,2022-07-12,83,0.14,33,11,42,13,26,99,47
Pune,2022-07-13,77,0.32,24,46,36,31,37,46,16
Pune,2022-07-14,80,1.2,52,30,35,38,26,84,29
Pune,2022-07-15,78,2.76,17,51,55,37,18,86,16
Pune,2022-07-16,63,1.98,22,25,22,8,33,10,4
Pune,2022-07-17,50,0.42,52,69,87,29,60,84,25
Pune,2022-07-18,134,2.09,20,66,51,3,53,35,50
Pune,2022-07-19,39,0.65,13,82,18,35,13,54,6
Pune,2022-07-20,74,0.1,17,28,64,2,52,69,33
Pune,2022-07-21,105,0.71,29,26,180,14,56,63,21
Pune,2022-07-22,112,1.22,12,43,85,14,15,33,33
Pune,2022-07-23,90,1.45,44,29,29,26,5,29,22
Pune,2022-07-24,68,4.3,33,24,30,74,25,141,2
Pune,2022-07-25,37,5.12,41,48,82,41,61,32,3
Pune,2022-07-26,100,1.55,33,93,38,11,26,67,31
Pune,2022-07-27,75,0.18,15,54,47,24,24,24,8
Pune,2022-07-28,63,4.66,22,18,58,14,7,72,21
Pune,2022-07-29,66,2.1,10,22,26,25,8,135,3
Pune,2022-07-30,97,0.1,21,5,44,2,20,28,7
Pune,2022-07-31,107,0.79,51,20,10,15,25,49,15
Pune,2022-08-01,49,0.98,14,39,10,12,9,35,3
Pune,2022-08-02,106,1.17,8,16,77,7,13,19,4
Pune,2022-08-03,94,0.31,19,60,28,20,39,153,2
Pune,2022-08-04,40,7.63,50,52,24,30,18,84,6
Pune,2022-08-05,69,2.84,52,22,10,4,17,13,5
Pune,2022-08-06,77,0.46,40,12,81,11,5,34,9
Pune,2022-08-07,70,3.3,48,34,58,12,42,44,12
Pune,2022-08-08,142,5.97,7,11,54,26,5,10,13
Pune,2022-08-09,91,1.82,5,13,11,10,53,86,24
Pune,2022-08-10,107,6.02,25,16,51,40,40,109,3
Pune,2022-08-11,87,1.25,36,36,43,37,35,43,23
Pune,2022-08-12,24,0.75,14,33,62,13,15,64,6
Pune,2022-08-13,95,1.34,10,10,29,25,37,71,4
Pune,2022-08-14,92,0.1,14,66,64,19,15,51,9
Pune,2022-08-15,83,0.32,53,30,40,8,16,38,4
Pune,2022-08-16,42,0.29,5,13,28,23,34,80,12
Pune,2022-08-17,88,0.64,36,41,44,34,70,75,10
Pune,2022-08-18,27,0.1,42,42,10,26,9,10,14
Pune,2022-08-19,91,1.07,37,42,72,1,27,86,16
Pune,2022-08-20,78,0.39,9,16,11,31,9,33,2
Pune,2022-08-21,115,0.75,16,58,39,19,12,23,15
Pune,2022-08-22,35,0.62,1,5,10,4,52,10,22
Pune,2022-08-23,69,3.52,21,18,12,20,47,27,1
Pune,2022-08-24,53,0.9,42,8,98,17,81,19,10
Pune,2022-08-25,95,4.18,24,12,44,32,11,23,7
Pune,2022-08-26,78,0.96,15,62,92,14,52,53,14
Pune,2022-08-27,28,0.88,35,15,15,28,13,36,20
Pune,2022-08-28,135,0.96,20,30,13,30,115,49,8
Pune,2022-08-29,51,2.32,47,5,98,40,6,153,4
Pune,2022-08-30,89,0.1,29,80,54,8,89,87,11
Pune,2022-08-31,47,3.18,40,43,16,8,39,21,11
Pune,2022-09-01,128,0.47,24,5,13,11,6,53,10
Pune,2022-09-02,20,0.73,49,27,31,31,17,10,22
Pune,2022-09-03,56,1.47,16,19,26,17,27,36,10
Pune,2022-09-04,32,4.01,32,12,79,13,5,50,26
Pune,2022-09-05,71,0.1,24,35,48,11,12,21,8
Pune,2022-09-06,73,1.08,38,38,32,24,15,81,6
Pune,2022-09-07,41,1.82,22,24,28,27,13,13,11
Pune,2022-09-08,39,0.5,18,31,10,26,81,61,21
Pune,2022-09-09,72,0.42,41,27,13,7,8,15,1
Pune,2022-09-10,66,2.19,66,20,24,21,24,34,16
Pune,2022-09-11,68,0.44,1,16,60,6,46,147,10
Pune,2022-09-12,76,0.47,24,12,52,34,57,25,10
Pune,2022-09-13,18,0.31,22,9,10,6,54,48,3
Pune,2022-09-14,116,0.21,26,5,43,13,11,64,19
Pune,2022-09-15,86,1.23,22,25,84,19,37,27,46
Pune,2022-09-16,129,0.24,23,20,26,4,31,65,9
Pune,2022-09-17,85,6.97,35,5,72,25,72,162,3
Pune,2022-09-18,96,0.88,16,15,34,18,36,162,5
Pune,2022-09-19,64,0.37,26,60,78,5,9,36,26
Pune,2022-09-20,115,0.89,36,28,17,25,13,72,5
Pune,2022-09-21,111,0.62,23,6,10,26,34,13,7
Pune,2022-09-22,41,2.23,26,15,45,12,27,95,6
